candidate_ordinal,candidate_id,predictor,outcome_family,horizon_hours,status,rankable,directionally_consistent,pooled_n_obs,partition_1_complete_n,partition_2_complete_n,partition_3_complete_n,pooled_development_mean,pooled_development_population_std,pooled_coefficient,pooled_standard_error_hc3,pooled_p_value,pooled_confidence_interval_low,pooled_confidence_interval_high,partition_2_development_mean,partition_2_development_population_std,partition_2_coefficient,partition_2_standard_error_hc3,partition_2_p_value,partition_2_confidence_interval_low,partition_2_confidence_interval_high,partition_3_development_mean,partition_3_development_population_std,partition_3_coefficient,partition_3_standard_error_hc3,partition_3_p_value,partition_3_confidence_interval_low,partition_3_confidence_interval_high,family_bh_rank,family_bh_adjusted_q_value,failure_reason
47,distance_from_mean_trailing_168h__R__168h,distance_from_mean_trailing_168h,R,168,MULTIPLICITY_NOT_MET,true,false,389,124,133,132,0.0022953416445311483,0.043597253339700104,0.0065373814261607283,0.005823161812859164,0.261585527792359,-0.0048758060031922033,0.01795056885551366,0.0001697799166072702,0.048272174176783977,0.022239738367425245,0.0092834430167600887,0.016591616000226957,0.0040445244020456024,0.040434952332804891,0.0023910372912101362,0.04847892922233861,-0.0045665495871176111,0.0090127998525801178,0.6123837139102698,-0.02223131269804255,0.013098213523807328,5,0.9620085770959278,
48,distance_from_mean_trailing_168h__M__24h,distance_from_mean_trailing_168h,M,24,MULTIPLICITY_NOT_MET,true,false,403,135,134,134,0.0032090042416358395,0.044710901365827158,-0.0007586271475135219,0.0019861192448446551,0.70248765811795999,-0.0046513493364109355,0.0031340950413838915,0.0033625404260802603,0.051284927632630414,-0.0064891831846622498,0.0040949329560201813,0.11303767996320375,-0.014515104297567947,0.0015367379282434472,0.0038271526892422287,0.049888321079368629,0.0076326430806926606,0.0036481654716022339,0.036421822636870965,0.00048237014670970101,0.01478291601467562,18,0.89387601960310337,
49,distance_from_mean_trailing_168h__M__72h,distance_from_mean_trailing_168h,M,72,MULTIPLICITY_NOT_MET,true,false,399,132,134,133,0.0030653264604723713,0.044526829059290077,-0.00088418281296318696,0.0026359003159587223,0.73729422531772681,-0.0060504524990800321,0.0042820868731536579,0.0029396999044344939,0.050790870615679169,-0.0049946072517463996,0.0057290248217219978,0.38331336004102978,-0.016223289568857518,0.0062340750653647192,0.0036225620423709685,0.049623223914481915,0.0065058265662929918,0.0039862814015501503,0.10266810781914523,-0.0013071414129871518,0.014318794545573135,19,0.89387601960310337,
50,distance_from_mean_trailing_168h__M__168h,distance_from_mean_trailing_168h,M,168,MULTIPLICITY_NOT_MET,true,true,389,124,133,132,0.0022953416445311483,0.043597253339700104,0.0019335043152874387,0.0041300089244579227,0.63967028936650361,-0.0061611644324790953,0.010028173063053973,0.0001697799166072702,0.048272174176783977,0.0074402267441096692,0.0076669564725318044,0.33183335946315773,-0.0075867318130889237,0.022467185301308264,0.0023910372912101362,0.04847892922233861,0.010680375076491616,0.0055518542090944025,0.054386028146804641,-0.00020105922075052025,0.021561809373733754,15,0.89387601960310337,
51,distance_from_mean_trailing_168h__V__24h,distance_from_mean_trailing_168h,V,24,MULTIPLICITY_NOT_MET,true,true,403,135,134,134,0.0032090042416358395,0.044710901365827158,-0.0033033269814205951,0.0017180636468652677,0.054517297457714109,-0.0066706698524240608,6.4015889582871074e-05,0.0033625404260802603,0.051284927632630414,-0.0026042628042538636,0.0025326390281534936,0.3038179979400305,-0.0075681440852752354,0.0023596184767675082,0.0038271526892422287,0.049888321079368629,-0.0043502009455130934,0.0040326271706645021,0.28069870478707082,-0.012254004963093175,0.0035536030720669885,16,0.077775466209580077,
52,distance_from_mean_trailing_168h__V__72h,distance_from_mean_trailing_168h,V,72,MULTIPLICITY_NOT_MET,true,true,399,132,134,133,0.0030653264604723713,0.044526829059290077,-0.0047908466015309046,0.0024154060328394444,0.047316747628064919,-0.0095249554339369869,-5.6737769124822271e-05,0.0029396999044344939,0.050790870615679169,-0.0050595870703943066,0.0047206486840153487,0.28381027178901785,-0.014311888474730791,0.0041927143339421788,0.0036225620423709685,0.049623223914481915,-0.003597973832374526,0.0042707933165976224,0.39953035081851906,-0.011968574918320235,0.0047726272535711829,14,0.077775466209580077,
53,distance_from_mean_trailing_168h__V__168h,distance_from_mean_trailing_168h,V,168,MULTIPLICITY_NOT_MET,true,true,389,124,133,132,0.0022953416445311483,0.043597253339700104,-0.0071845585784468804,0.0037774637515917827,0.057177297146643866,-0.014588251484472332,0.00021913432757857121,0.0001697799166072702,0.048272174176783977,-0.0057200963046472432,0.0057442997503850575,0.31935387734988419,-0.016978716931804378,0.0055385243225098925,0.0023910372912101362,0.04847892922233861,-0.0031926522445384718,0.0045481529156071263,0.48269988249948992,-0.012106868155309279,0.0057215636662323356,17,0.077775466209580077,
54,range_position_trailing_168h__R__24h,range_position_trailing_168h,R,24,MULTIPLICITY_NOT_MET,true,true,403,135,134,134,0.54308026589672809,0.31390844927598011,0.0016375164790592095,0.0020612537571417428,0.42694665370950757,-0.0024024666479364777,0.0056774996060548963,0.54898690235585113,0.31643956080449487,0.0034124756851754996,0.0044559683107080247,0.44378260642249612,-0.0053210617200640138,0.012146013090415013,0.54796477594410897,0.30963773758294211,0.0037263643892237364,0.0026107743697865097,0.15349276399588532,-0.0013906593473180799,0.0088433881257655531,9,0.9620085770959278,
55,range_position_trailing_168h__R__72h,range_position_trailing_168h,R,72,MULTIPLICITY_NOT_MET,true,true,399,132,134,133,0.54344302526068478,0.31373098599793053,0.00063958709128180812,0.0031521888794963436,0.83921121859754044,-0.0055385895849986936,0.0068177637675623098,0.54938798510950682,0.31491940105962707,0.0028335926900764324,0.0064825639820521083,0.66203167073187674,-0.0098719992422222572,0.015539184622375123,0.54815228174955011,0.30879064975968895,0.00094120218949858092,0.0037114814913330836,0.79981074126057572,-0.0063331678628012712,0.0082155722417984328,20,0.96867488297600135,
56,range_position_trailing_168h__R__168h,range_position_trailing_168h,R,168,MULTIPLICITY_NOT_MET,true,false,389,124,133,132,0.54064760998733152,0.31349516690200147,0.0033865127402735772,0.0048508896051505284,0.48510090239722803,-0.006121056178801181,0.012894081659348335,0.53693058507722902,0.31341117951590108,0.014990533142860928,0.0091526122308795491,0.10145464801136249,-0.0029482571941237858,0.032929323479845646,0.54319153044268143,0.30802181263678885,-0.0033208923100823077,0.0051149397723602988,0.51617456655503435,-0.013345990046999996,0.0067042054268353808,11,0.9620085770959278,
57,range_position_trailing_168h__M__24h,range_position_trailing_168h,M,24,MULTIPLICITY_NOT_MET,true,false,403,135,134,134,0.54308026589672809,0.31390844927598011,1.890794445952071e-05,0.0014661150281145608,0.98971026250988026,-0.0028546247078379472,0.0028924405967569889,0.54898690235585113,0.31643956080449487,-0.0037569503619734367,0.0032822251719752627,0.25236031773793188,-0.010189993488195737,0.0026760927642488636,0.54796477594410897,0.30963773758294211,0.0034357171802653391,0.0018512621351266883,0.063470910052773555,-0.00019268993052569275,0.0070641242910563715,24,0.98971026250988026,
58,range_position_trailing_168h__M__72h,range_position_trailing_168h,M,72,MULTIPLICITY_NOT_MET,true,false,399,132,134,133,0.54344302526068478,0.31373098599793053,-0.00020189711887655835,0.0021394264584606751,0.92481545239908192,-0.0043950959250315591,0.0039913016872784425,0.54938798510950682,0.31491940105962707,-0.0023319202178744111,0.0043091380392334278,0.58839937232476958,-0.010777675579183476,0.0061138351434346545,0.54815228174955011,0.30879064975968895,0.0033211455727804825,0.002435543853692111,0.17268858236067475,-0.0014524326632239458,0.0080947238087849104,22,0.98971026250988026,
59,range_position_trailing_168h__M__168h,range_position_trailing_168h,M,168,MULTIPLICITY_NOT_MET,true,true,389,124,133,132,0.54064760998733152,0.31349516690200147,0.0020372095096043846,0.0035138730392782172,0.5620752323614564,-0.0048498550936272198,0.00892427411283599,0.53693058507722902,0.31341117951590108,0.0090909539841025032,0.006502690339867361,0.16210415976678283,-0.0036540848846540481,0.021835992852859053,0.54319153044268143,0.30802181263678885,0.0047568176806823299,0.0034636404107315846,0.16964113246837431,-0.0020317927797490962,0.011545428141113756,14,0.89387601960310337,
60,range_position_trailing_168h__V__24h,range_position_trailing_168h,V,24,MULTIPLICITY_NOT_MET,true,true,403,135,134,134,0.54308026589672809,0.31390844927598011,-0.0019125942539567229,0.00092832984127959772,0.039374369441908315,-0.0037320873086385195,-9.3101199274926586e-05,0.54898690235585113,0.31643956080449487,-0.0023114011802457023,0.0018107407715421428,0.20178066358998203,-0.0058603878778065721,0.0012375855173151675,0.54796477594410897,0.30963773758294211,-0.0010751983550537423,0.0013494552373939065,0.42558767512192219,-0.0037200820190947479,0.0015696853089872632,12,0.077775466209580077,
61,range_position_trailing_168h__V__72h,range_position_trailing_168h,V,72,MULTIPLICITY_NOT_MET,true,true,399,132,134,133,0.54344302526068478,0.31373098599793053,-0.0026411314829833379,0.0015814757337969147,0.094910980906083478,-0.0057407669636493448,0.00045850399768266898,0.54938798510950682,0.31491940105962707,-0.0037520718602804147,0.0032524060241337399,0.24865205765000187,-0.010126670530683654,0.0026225268101228256,0.54815228174955011,0.30879064975968895,-0.00089254031489916603,0.0016372368960580357,0.58565009579089944,-0.0041014656653330641,0.0023163850355347321,20,0.11389317708730018,
62,range_position_trailing_168h__V__168h,range_position_trailing_168h,V,168,MULTIPLICITY_NOT_MET,true,true,389,124,133,132,0.54064760998733152,0.31349516690200147,-0.0039704162388840966,0.0025787507298737178,0.12364165448964576,-0.0090246747945429608,0.0010838423167747677,0.53693058507722902,0.31341117951590108,-0.0035290993179934189,0.0041830082199484399,0.39885106026291239,-0.011727644776127363,0.0046694461401405249,0.54319153044268143,0.30802181263678885,-0.00053234832975173089,0.0018339421332495612,0.77160553887061101,-0.0041268088606514278,0.003062112201147966,21,0.14130474798816658,
63,drawdown_from_high_trailing_168h__R__24h,drawdown_from_high_trailing_168h,R,24,MULTIPLICITY_NOT_MET,true,true,403,135,134,134,-0.050657435435484344,0.052396655889313616,0.00029946602648616143,0.0026773016756438547,0.91093942949901696,-0.0049479488335245313,0.0055468808864968539,-0.058145263386631986,0.06259486056855991,4.0100227401284894e-05,0.0062194102499672109,0.99485560055352884,-0.012149719867613703,0.012229920322416273,-0.057579777805991127,0.058251678659500913,0.0041298626525135707,0.0040597059590673406,0.3090196653704308,-0.0038270148150810548,0.012086740120108196,22,0.96867488297600135,
64,drawdown_from_high_trailing_168h__R__72h,drawdown_from_high_trailing_168h,R,72,MULTIPLICITY_NOT_MET,true,false,399,132,134,133,-0.050715586811224921,0.052363928110869797,-0.0010497049859681422,0.004042875036834149,0.79513901493143035,-0.0089735944521591188,0.0068741844802228339,-0.058271437104842165,0.062604806801290866,0.0017042423985432615,0.010352399018233682,0.86924077131076161,-0.018586086830782569,0.021994571627869094,-0.057636012670885195,0.058206773704569816,0.00064647087839475256,0.0059563432412084311,0.91357142973587036,-0.011027747353932344,0.012320689110721849,18,0.96867488297600135,
65,drawdown_from_high_trailing_168h__R__168h,drawdown_from_high_trailing_168h,R,168,MULTIPLICITY_NOT_MET,true,false,389,124,133,132,-0.050962655868921229,0.052622944514755132,0.001107298211840646,0.0054146945891761396,0.83796377784266363,-0.0095053081702284915,0.011719904593909782,-0.05975641452144255,0.063394286653423407,0.012202475783490971,0.011973420959006586,0.30814112332277388,-0.011264998067898973,0.035669949634880918,-0.058317235342330763,0.058601222766221643,-0.0023340346080311827,0.0085220670299258981,0.78417585978261539,-0.01903697906052217,0.014368909844459803,19,0.96867488297600135,
66,drawdown_from_high_trailing_168h__M__24h,drawdown_from_high_trailing_168h,M,24,DIRECTION_INCONSISTENT,true,false,403,135,134,134,-0.050657435435484344,0.052396655889313616,-0.0061667632048273387,0.0017449257086522235,0.00040914738088260497,-0.009586754749483728,-0.002746771660170949,-0.058145263386631986,0.06259486056855991,-0.0092250705569343321,0.0042499902193743255,0.029960678228492188,-0.017554898321555493,-0.00089524279231317089,-0.057579777805991127,0.058251678659500913,0.0038703603360251753,0.002880002442661306,0.17898914240149377,-0.0017743407269783665,0.0095150613990287181,2,0.0033826571058039475,
67,drawdown_from_high_trailing_168h__M__72h,drawdown_from_high_trailing_168h,M,72,DIRECTION_INCONSISTENT,true,false,399,132,134,133,-0.050715586811224921,0.052363928110869797,-0.0072483190762566473,0.0027990414262719144,0.0096095347760439456,-0.012734339462985224,-0.0017622986895280699,-0.058271437104842165,0.062604806801290866,-0.011011304032671433,0.0067554064587984153,0.10310176276035835,-0.024251657392845592,0.0022290493275027249,-0.057636012670885195,0.058206773704569816,0.0048215751509903043,0.0036774434258054784,0.18981671709283054,-0.0023860815187720279,0.012029231820752637,7,0.032946976375007812,
68,drawdown_from_high_trailing_168h__M__168h,drawdown_from_high_trailing_168h,M,168,MULTIPLICITY_NOT_MET,true,false,389,124,133,132,-0.050962655868921229,0.052622944514755132,-0.0049328107271191099,0.0037998526811218371,0.19423290521572789,-0.012380385128675873,0.0025147636744376539,-0.05975641452144255,0.063394286653423407,0.0025365238187997838,0.0091776702497368221,0.78225627369513784,-0.015451379332669112,0.02052442697026868,-0.058317235342330763,0.058601222766221643,0.0071231515516851978,0.00594160804092843,0.23058269282390287,-0.0045221862187881127,0.018768489322158508,11,0.42378088410704268,
69,drawdown_from_high_trailing_168h__V__24h,drawdown_from_high_trailing_168h,V,24,SUPPORTED_RESEARCH_ASSOCIATION,true,true,403,135,134,134,-0.050657435435484344,0.052396655889313616,-0.010415498081226644,0.001108836094700309,5.821501114367098e-21,-0.012588776891597294,-0.0082422192708559942,-0.058145263386631986,0.06259486056855991,-0.011098162640718985,0.0017239116401582591,1.2123411770817796e-10,-0.014476967367958546,-0.0077193579134794237,-0.057579777805991127,0.058251678659500913,-0.0097672726752185898,0.0039919945624052643,0.014416481543873852,-0.017591438244012641,-0.0019431071064245388,5,2.7943205348962069e-20,
70,drawdown_from_high_trailing_168h__V__72h,drawdown_from_high_trailing_168h,V,72,SUPPORTED_RESEARCH_ASSOCIATION,true,true,399,132,134,133,-0.050715586811224921,0.052363928110869797,-0.014828553880830526,0.0018369781939471411,6.9012333013635831e-16,-0.018428964981352356,-0.011228142780308696,-0.058271437104842165,0.062604806801290866,-0.01619477826293542,0.0044151600753371085,0.00024446143945310522,-0.024848332996575302,-0.0075412235292955359,-0.057636012670885195,0.058206773704569816,-0.0099660504215633942,0.0037938542266701958,0.0086168337488722047,-0.017401868068432035,-0.0025302327746947522,8,2.070369990409075e-15,
71,drawdown_from_high_trailing_168h__V__168h,drawdown_from_high_trailing_168h,V,168,SUPPORTED_RESEARCH_ASSOCIATION,true,true,389,124,133,132,-0.050962655868921229,0.052622944514755132,-0.02058168074771272,0.0026800189148559034,1.5948968612144369e-14,-0.025834421298716409,-0.01532894019670903,-0.05975641452144255,0.063394286653423407,-0.020425742046835255,0.0060060134405182358,0.0006716885435149076,-0.032197312080914496,-0.0086541720127560149,-0.058317235342330763,0.058601222766221643,-0.011227932989247832,0.0040046390869516064,0.0050514943936238498,-0.019076881370754348,-0.0033789846077413171,9,4.2530582965718319e-14,
