signal_date,status,entry_date,expiration,entry_credit_dollars,exit_date,exit_debit_dollars,gross_dollars,midpoint_pnl_dollars,net_dollars,put_net_dollars,call_net_dollars,zero_size_long_exits,max_wing_dollars,missing_daily_marks
2024-01-02,CLOSED,2024-01-03,2024-02-09,159.0,2024-02-02,510.00000000000006,-351.00000000000006,-343.0,-356.20000000000005,81.40000000000002,-437.59999999999997,0.0,1000.0,0.0
2024-02-01,CLOSED,2024-02-02,2024-03-08,181.99999999999997,2024-03-01,426.99999999999994,-244.99999999999997,-238.49999999999994,-250.19999999999996,42.39999999999999,-292.59999999999997,0.0,1000.0,0.0
2024-03-01,CLOSED,2024-03-04,2024-04-05,153.0,2024-04-01,21.000000000000004,132.0,137.5,126.8,73.4,53.400000000000006,0.0,1000.0,0.0
2024-04-01,CLOSED,2024-04-02,2024-05-03,188.99999999999997,2024-04-26,156.99999999999997,31.999999999999986,38.000000000000036,26.799999999999986,-58.600000000000016,85.39999999999999,0.0,1000.0,0.0
2024-05-01,CLOSED,2024-05-02,2024-06-07,238.00000000000003,2024-05-31,599.0,-361.0,-349.50000000000006,-366.2,56.400000000000006,-422.6,0.0,1200.0,0.0
2024-06-03,CLOSED,2024-06-04,2024-07-05,172.0,2024-06-28,295.0,-123.00000000000001,-115.00000000000003,-128.20000000000002,72.4,-200.6,0.0,1000.0,0.0
2024-07-01,CLOSED,2024-07-02,2024-08-02,232.00000000000003,2024-07-26,75.00000000000001,157.00000000000003,163.0,151.80000000000004,7.400000000000004,144.4,0.0,1300.0,0.0
2024-08-01,CLOSED,2024-08-02,2024-09-06,109.99999999999997,2024-08-30,98.0,11.999999999999966,138.99999999999994,6.799999999999966,84.39999999999998,-77.6,0.0,1000.0,0.0
2024-09-03,CLOSED,2024-09-04,2024-10-11,216.0,2024-10-04,305.0,-88.99999999999997,-78.50000000000001,-94.19999999999997,92.40000000000002,-186.6,0.0,1400.0,0.0
2024-10-01,CLOSED,2024-10-02,2024-11-08,215.00000000000003,2024-11-01,27.999999999999996,187.00000000000003,202.00000000000006,181.80000000000004,55.40000000000002,126.4,0.0,1300.0,0.0
2024-11-01,CLOSED,2024-11-04,2024-12-06,180.00000000000003,2024-11-29,450.0,-270.0,-261.5,-275.2,79.40000000000003,-354.6,0.0,1000.0,0.0
2024-12-02,CLOSED,2024-12-03,2025-01-03,182.0,2024-12-27,52.0,130.0,136.49999999999997,124.8,17.399999999999995,107.40000000000002,1.0,1400.0,0.0
