scenario,policy,period,asset,annualized_mean_contribution,sum_daily_return_contribution
cost25,constant100,exclude_2020,SPY,0.045206887876624954,0.26621833971790254
cost25,constant100,exclude_2020,QQQ,0.052131152752781726,0.3069945662108257
cost25,constant100,exclude_2020,GLD,0.026938584469609197,0.1586383307654764
cost25,constant100,exclude_2021,SPY,0.04279585630716167,0.2521898675243456
cost25,constant100,exclude_2021,QQQ,0.06292484688789855,0.37080713344654503
cost25,constant100,exclude_2021,GLD,0.042535319408325056,0.25065456079905835
cost25,constant100,exclude_2022,SPY,0.06721643969764214,0.396363608693239
cost25,constant100,exclude_2022,QQQ,0.09700533541226511,0.572023525486611
cost25,constant100,exclude_2022,GLD,0.040642759499561136,0.23966325641407873
cost25,constant100,exclude_2023,SPY,0.0438643643137536,0.25883456243869685
cost25,constant100,exclude_2023,QQQ,0.051860836691396156,0.3060200958734368
cost25,constant100,exclude_2023,GLD,0.03336112734946631,0.1968571284470492
cost25,constant100,exclude_2024,SPY,0.04262513653589099,0.25456678764490454
cost25,constant100,exclude_2024,QQQ,0.0630145317910714,0.37633678708556534
cost25,constant100,exclude_2024,GLD,0.02614226355227606,0.15612740732609315
cost25,constant75,all,SPY,0.03671507327776291,0.2530717550931515
cost25,constant75,all,QQQ,0.04939869528456924,0.3404981496400666
cost25,constant75,all,GLD,0.026105915954252476,0.17994434925609742
cost25,constant75,2018_2020,SPY,0.03640588460334159,0.10863978262584476
cost25,constant75,2018_2020,QQQ,0.06392386810880973,0.1907569397532735
cost25,constant75,2018_2020,GLD,0.031865470791337516,0.09509061125034052
cost25,constant75,2021_2024,SPY,0.03695112392056984,0.1444319724673067
cost25,constant75,2021_2024,QQQ,0.03830942628575825,0.14974120988679315
cost25,constant75,2021_2024,GLD,0.02170877358116826,0.08485373800575688
cost25,constant75,2018,SPY,-0.015050688536598175,-0.014752063764046624
cost25,constant75,2018,QQQ,-0.0052348578510699375,-0.0051309916238661685
cost25,constant75,2018,GLD,-0.008049602896703634,-0.007889888553515072
cost25,constant75,2019,SPY,0.06952319216091282,0.06952319216091282
cost25,constant75,2019,QQQ,0.08462938295918784,0.08462938295918784
cost25,constant75,2019,GLD,0.04222479866731549,0.04222479866731549
cost25,constant75,2020,SPY,0.05365573464704585,0.053868654228978574
cost25,constant75,2020,QQQ,0.11081879130958047,0.11125854841795182
cost25,constant75,2020,GLD,0.0605155600253285,0.06075570113654012
cost25,constant75,2021,SPY,0.06487027057984936,0.06487027057984936
cost25,constant75,2021,QQQ,0.06410495326853716,0.06410495326853716
cost25,constant75,2021,GLD,-0.008736258447459212,-0.008736258447459212
cost25,constant75,2022,SPY,-0.043786863072208415,-0.043613105679064734
cost25,constant75,2022,QQQ,-0.08762827718821052,-0.08728054592952714
cost25,constant75,2022,GLD,-0.00030303024781742346,-0.000301827746834021
cost25,constant75,2023,SPY,0.06046399498495187,0.05998412200888082
cost25,constant75,2023,QQQ,0.11368776895072216,0.11278548507016088
cost25,constant75,2023,GLD,0.03187745570826244,0.03162446002803814
cost25,constant75,2024,SPY,0.0686381584505414,0.06319068555764129
cost25,constant75,2024,QQQ,0.06531505174293449,0.06013131747762223
cost25,constant75,2024,GLD,0.06763524039373711,0.06226736417201195
cost25,constant75,exclude_2018,SPY,0.045296377417459004,0.2678238188571981
cost25,constant75,exclude_2018,QQQ,0.05845539838826247,0.34562914126393285
cost25,constant75,exclude_2018,GLD,0.03176793820672641,0.18783423780961248
cost25,constant75,exclude_2019,SPY,0.03114763492183444,0.18354856293223865
cost25,constant75,exclude_2019,QQQ,0.0434201543458461,0.2558687666808788
cost25,constant75,exclude_2019,GLD,0.02337059040294481,0.1377195505887819
cost25,constant75,exclude_2020,SPY,0.03382694165618031,0.19920310086417292
cost25,constant75,exclude_2020,QQQ,0.03892747945281195,0.22923960122211479
cost25,constant75,exclude_2020,GLD,0.02023958175615123,0.11918864811955726
cost25,constant75,exclude_2021,SPY,0.03193722161437854,0.18820148451330213
cost25,constant75,exclude_2021,QQQ,0.04690308786910803,0.2763931963715295
cost25,constant75,exclude_2021,GLD,0.032018527367876276,0.18868060770355663
cost25,constant75,exclude_2022,SPY,0.050312641261506384,0.29668486077221623
cost25,constant75,exclude_2022,QQQ,0.0725438972298369,0.4277786955695938
cost25,constant75,exclude_2022,GLD,0.030566646436567108,0.18024617700293144
cost25,constant75,exclude_2023,SPY,0.03272231576142314,0.19308763308427068
cost25,constant75,exclude_2023,QQQ,0.038590175838343135,0.22771266456990574
cost25,constant75,exclude_2023,GLD,0.02513558311060587,0.14831988922805925
cost25,constant75,exclude_2024,SPY,0.031794039550131936,0.18988106953551018
cost25,constant75,exclude_2024,QQQ,0.04694514398999069,0.2803668321624444
cost25,constant75,exclude_2024,GLD,0.019704053316405006,0.11767698508408544
cost25,constant50,all,SPY,0.02436052080406122,0.1679135898279934
cost25,constant50,all,QQQ,0.03274500548971193,0.22570664498265722
cost25,constant50,all,GLD,0.017442542641514954,0.12022895463615665
cost25,constant50,2018_2020,SPY,0.024123953100172246,0.07198893941003781
cost25,constant50,2018_2020,QQQ,0.04236225949755794,0.12641436167525227
cost25,constant50,2018_2020,GLD,0.021324558129058088,0.06363518933750667
cost25,constant50,2021_2024,SPY,0.024541128837893195,0.09592465041795555
cost25,constant50,2021_2024,QQQ,0.025402695830930005,0.09929228330740497
cost25,constant50,2021_2024,GLD,0.01447881102056832,0.056593765298649984
cost25,constant50,2018,SPY,-0.010064954187802786,-0.009865252715822573
cost25,constant50,2018,QQQ,-0.0036031588671824265,-0.003531667619817696
cost25,constant50,2018,GLD,-0.005367358644695838,-0.005260863433491555
cost25,constant50,2019,SPY,0.04632163462195684,0.04632163462195684
cost25,constant50,2019,QQQ,0.05636064190520547,0.05636064190520547
cost25,constant50,2019,GLD,0.02816298020493916,0.02816298020493916
cost25,constant50,2020,SPY,0.03539211261258379,0.03553255750390357
cost25,constant50,2020,QQQ,0.07329453605630769,0.07358538738986446
cost25,constant50,2020,GLD,0.04057207227923669,0.040733072566059056
cost25,constant50,2021,SPY,0.04318984578819717,0.04318984578819717
cost25,constant50,2021,QQQ,0.042639973804600995,0.042639973804600995
cost25,constant50,2021,GLD,-0.005861259978192141,-0.005861259978192141
cost25,constant50,2022,SPY,-0.02950339338143889,-0.029386316423576038
cost25,constant50,2022,QQQ,-0.058836273721482625,-0.058602796444810076
cost25,constant50,2022,GLD,-0.00013098803816649114,-0.00013046824436424315
cost25,constant50,2023,SPY,0.040306570485486,0.03998667706893452
cost25,constant50,2023,QQQ,0.07575092914114184,0.07514973129081531
cost25,constant50,2023,GLD,0.021211169967003084,0.021042827348217344
cost25,constant50,2024,SPY,0.04576672363822748,0.0421344439843999
cost25,constant50,2024,QQQ,0.04356273454100553,0.04010537465679874
cost25,constant50,2024,GLD,0.04512393049824669,0.04154266617298902
cost25,constant50,exclude_2018,SPY,0.03006729417519572,0.17777884254381596
cost25,constant50,exclude_2018,QQQ,0.03877050656095549,0.2292383126024749
cost25,constant50,exclude_2018,GLD,0.02122378131110829,0.1254898180696482
cost25,constant50,exclude_2019,SPY,0.02063378633799408,0.12159195520603652
cost25,constant50,exclude_2019,QQQ,0.028737503552537264,0.16934600307745173
cost25,constant50,exclude_2019,GLD,0.015623316873176304,0.0920659744312175
cost25,constant50,exclude_2020,SPY,0.02247979794182657,0.13238103232408982
cost25,constant50,exclude_2020,QQQ,0.025831911666700652,0.15212125759279274
cost25,constant50,exclude_2020,GLD,0.0134993007288845,0.07949588207009761
cost25,constant50,exclude_2021,SPY,0.021165241412813902,0.12472374403979622
cost25,constant50,exclude_2021,QQQ,0.03106585935142773,0.18306667117805625
cost25,constant50,exclude_2021,GLD,0.021397127328495552,0.1260902146143488
cost25,constant50,exclude_2022,SPY,0.03345866512476144,0.19729990625156946
cost25,constant50,exclude_2022,QQQ,0.04821398333763242,0.28430944142746734
cost25,constant50,exclude_2022,GLD,0.020410884633843385,0.12035942288052093
cost25,constant50,exclude_2023,SPY,0.021679611308192896,0.12792691275905888
cost25,constant50,exclude_2023,QQQ,0.025514688803190425,0.1505569136918419
cost25,constant50,exclude_2023,GLD,0.016808946924385143,0.09918612728793932
cost25,constant50,exclude_2024,SPY,0.021060694187764482,0.12577914584359345
cost25,constant50,exclude_2024,QQQ,0.031077422008050727,0.18560127032585852
cost25,constant50,exclude_2024,GLD,0.013175378533367602,0.07868628846316762
cost25,trend,all,SPY,0.03588715011366924,0.24736499899779152
cost25,trend,all,QQQ,0.05908795583900426,0.40728483846170793
cost25,trend,all,GLD,0.021281719994249177,0.1466918556746461
cost25,trend,2018_2020,SPY,0.027929191105219388,0.08334425282192452
cost25,trend,2018_2020,QQQ,0.06593378457776011,0.19675478572410957
cost25,trend,2018_2020,GLD,0.03305570992387221,0.09864243596330122
cost25,trend,2021_2024,SPY,0.04196266805717611,0.16402074617586693
cost25,trend,2021_2024,QQQ,0.053861495725761196,0.21053005273759834
cost25,trend,2021_2024,GLD,0.012292846464222237,0.048049419711344854
cost25,trend,2018,SPY,-0.02675875469688765,-0.02622782702433036
cost25,trend,2018,QQQ,0.013142957945979845,0.012882184970861197
cost25,trend,2018,GLD,-0.0100466368881378,-0.009847298854643003
cost25,trend,2019,SPY,0.05270288708063968,0.05270288708063968
cost25,trend,2019,QQQ,0.07507005797209437,0.07507005797209437
cost25,trend,2019,GLD,0.05635287924510132,0.05635287924510132
cost25,trend,2020,SPY,0.056644413347569283,0.056869192765615195
cost25,trend,2020,QQQ,0.10837249320494388,0.10880254278115398
cost25,trend,2020,GLD,0.05193078104488699,0.05213685557284289
cost25,trend,2021,SPY,0.08656403421056372,0.08656403421056372
cost25,trend,2021,QQQ,0.08560390478556837,0.08560390478556837
cost25,trend,2021,GLD,-0.03411748764303986,-0.03411748764303986
cost25,trend,2022,SPY,-0.05348277478010162,-0.053270541546847246
cost25,trend,2022,QQQ,-0.06446721126080188,-0.06421138899389393
cost25,trend,2022,GLD,-0.014205105590770675,-0.014148736124140632
cost25,trend,2023,SPY,0.046903313083672786,0.0465310645671357
cost25,trend,2023,QQQ,0.10988039720491188,0.10900833056042845
cost25,trend,2023,GLD,0.013499428117150816,0.01339228979876073
cost25,trend,2024,SPY,0.09145448109544706,0.08419618894501475
cost25,trend,2024,QQQ,0.08703689659114164,0.08012920638549548
cost25,trend,2024,GLD,0.09007191865215812,0.08292335367976461
cost25,trend,exclude_2018,SPY,0.04627207527354007,0.2735928260221218
cost25,trend,exclude_2018,QQQ,0.06670434139576735,0.3944026534908467
cost25,trend,exclude_2018,GLD,0.02647507848414822,0.1565391545292891
cost25,trend,exclude_2019,SPY,0.033033570507153026,0.19466211191715177
cost25,trend,exclude_2019,QQQ,0.05637584153763139,0.33221478048961356
cost25,trend,exclude_2019,GLD,0.015330250545619716,0.09033897642954475
cost25,trend,exclude_2020,SPY,0.0323483444545205,0.19049580623217627
cost25,trend,exclude_2020,QQQ,0.05068567285141483,0.29848229568055396
cost25,trend,exclude_2020,GLD,0.016056509451249597,0.09455500010180318
cost25,trend,exclude_2021,SPY,0.027287436448741677,0.16080096478722775
cost25,trend,exclude_2021,QQQ,0.05458827965413278,0.3216809336761396
cost25,trend,exclude_2021,GLD,0.03068279765391034,0.18080934331768594
cost25,trend,exclude_2022,SPY,0.05098260849074626,0.3006355405446387
cost25,trend,exclude_2022,QQQ,0.07995763749583559,0.47149622745560194
cost25,trend,exclude_2022,GLD,0.02727579349481444,0.16084059179878674
cost25,trend,exclude_2023,SPY,0.03403507160492619,0.20083393443065573
cost25,trend,exclude_2023,QQQ,0.050548540679974746,0.2982765079012795
cost25,trend,exclude_2023,GLD,0.022590108003176266,0.13329956587588535
cost25,trend,exclude_2024,SPY,0.027321289125116093,0.16316881005277667
cost25,trend,exclude_2024,QQQ,0.054779547696482085,0.32715563207621245
cost25,trend,exclude_2024,GLD,0.01067751661309643,0.06376850199488146
cost25,volatility,all,SPY,0.025294989362836393,0.1743547481081223
cost25,volatility,all,QQQ,0.027363272361660734,0.18861112735001864
cost25,volatility,all,GLD,0.025492814930415893,0.1757183314846524
cost25,volatility,2018_2020,SPY,0.012228639216121405,0.036491812263981335
cost25,volatility,2018_2020,QQQ,0.026675844948526015,0.07960410873528398
cost25,volatility,2018_2020,GLD,0.031124814038365117,0.09288039744781972
cost25,volatility,2021_2024,SPY,0.03527051759667362,0.13786293584414094
cost25,volatility,2021_2024,QQQ,0.027888090041536175,0.10900701861473466
cost25,volatility,2021_2024,GLD,0.02119305520536227,0.08283793403683269
cost25,volatility,2018,SPY,-0.016179004414319038,-0.01585799242197144
cost25,volatility,2018,QQQ,-0.009526063374519564,-0.009337054180580683
cost25,volatility,2018,GLD,-0.009890823936494994,-0.009694577429818507
cost25,volatility,2019,SPY,0.054364388320325516,0.054364388320325516
cost25,volatility,2019,QQQ,0.0497919115488667,0.0497919115488667
cost25,volatility,2019,GLD,0.05184312021385913,0.05184312021385913
cost25,volatility,2020,SPY,-0.0020066208532092066,-0.0020145836343727352
cost25,volatility,2020,QQQ,0.03899451124301773,0.039149251366997956
cost25,volatility,2020,GLD,0.05053133349910014,0.05073185466377911
cost25,volatility,2021,SPY,0.06229965326027731,0.06229965326027731
cost25,volatility,2021,QQQ,0.04375181809352949,0.04375181809352949
cost25,volatility,2021,GLD,-0.00877702879424087,-0.00877702879424087
cost25,volatility,2022,SPY,-0.03736299256601789,-0.03721472672250195
cost25,volatility,2022,QQQ,-0.04880076926188538,-0.04860711541560806
cost25,volatility,2022,GLD,-0.0004252883722285339,-0.00042360071995778577
cost25,volatility,2023,SPY,0.04799529547474328,0.04761438043129294
cost25,volatility,2023,QQQ,0.07214509139822324,0.07157251130776116
cost25,volatility,2023,GLD,0.029499254441476164,0.029265133374480324
cost25,volatility,2024,SPY,0.07078118308844096,0.06516362887507263
cost25,volatility,2024,QQQ,0.04593547744190142,0.0422898046290521
cost25,volatility,2024,GLD,0.06818493277797782,0.06277343017655101
cost25,volatility,exclude_2018,SPY,0.03217020846549236,0.1902127405300937
cost25,volatility,exclude_2018,QQQ,0.03347848439309466,0.19794818153059934
cost25,volatility,exclude_2018,GLD,0.03135842486338703,0.18541290891447093
cost25,volatility,exclude_2019,SPY,0.02036200044883824,0.11999035978779676
cost25,volatility,exclude_2019,QQQ,0.023557200257165185,0.13881921580115197
cost25,volatility,exclude_2019,GLD,0.021021247973225528,0.12387521127079329
cost25,volatility,exclude_2020,SPY,0.029949509163819905,0.176369331742495
cost25,volatility,exclude_2020,QQQ,0.02538031856315446,0.14946187598302071
cost25,volatility,exclude_2020,GLD,0.021224118705431318,0.12498647682087333
cost25,volatility,exclude_2021,SPY,0.01901541003478581,0.11205509484784495
cost25,volatility,exclude_2021,QQQ,0.024582185813222402,0.14485930925648915
cost25,volatility,exclude_2021,GLD,0.03130830356247885,0.18449536027889324
cost25,volatility,exclude_2022,SPY,0.035878538127400605,0.21156947483062422
cost25,volatility,exclude_2022,QQQ,0.04022812730614936,0.23721824276562675
cost25,volatility,exclude_2022,GLD,0.029870637224469556,0.17614193220461016
cost25,volatility,exclude_2023,SPY,0.02147852902122461,0.12674036767682934
cost25,volatility,exclude_2023,QQQ,0.01983438550279011,0.11703861604225753
cost25,volatility,exclude_2023,GLD,0.024819237339450812,0.14645319811017204
cost25,volatility,exclude_2024,SPY,0.018283164150650174,0.10919111923304965
cost25,volatility,exclude_2024,QQQ,0.024500314502115327,0.14632132272096654
cost25,volatility,exclude_2024,GLD,0.018911704405077442,0.11294490130810139
cost25,logistic,all,SPY,0.03464208726965498,0.23878295868012184
cost25,logistic,all,QQQ,0.043078531625774415,0.2969341644205165
cost25,logistic,all,GLD,0.028937929254224577,0.19946501235947656
cost25,logistic,2018_2020,SPY,0.02851296756139466,0.08508631589749518
cost25,logistic,2018_2020,QQQ,0.05319580509374723,0.15874303742261078
cost25,logistic,2018_2020,GLD,0.03297450512762241,0.09840011053957162
cost25,logistic,2021_2024,SPY,0.0393213746002253,0.15369664278262668
cost25,logistic,2021_2024,QQQ,0.03535448122179924,0.13819112699790576
cost25,logistic,2021_2024,GLD,0.025856198232097508,0.10106490181990493
cost25,logistic,2018,SPY,-0.020323068296014456,-0.019919832813950676
cost25,logistic,2018,QQQ,-0.009003912502798892,-0.008825263445203676
cost25,logistic,2018,GLD,-0.013145885000467445,-0.012885053948870868
cost25,logistic,2019,SPY,0.07692009901051874,0.07692009901051874
cost25,logistic,2019,QQQ,0.0860832800333384,0.0860832800333384
cost25,logistic,2019,GLD,0.046630234673473214,0.046630234673473214
cost25,logistic,2020,SPY,0.027975037646773237,0.028086049700927096
cost25,logistic,2020,QQQ,0.0811629456533121,0.08148502083447604
cost25,logistic,2020,GLD,0.06439937673269666,0.06465492981496927
cost25,logistic,2021,SPY,0.07146717506135042,0.07146717506135042
cost25,logistic,2021,QQQ,0.06737233721881855,0.06737233721881855
cost25,logistic,2021,GLD,-0.010246092484853371,-0.010246092484853371
cost25,logistic,2022,SPY,-0.05516660195020569,-0.0549476868631017
cost25,logistic,2022,QQQ,-0.10332625978016424,-0.10291623493976676
cost25,logistic,2022,GLD,-7.616347130011616e-05,-7.586123530289347e-05
cost25,logistic,2023,SPY,0.06544009149978074,0.06492072569422691
cost25,logistic,2023,QQQ,0.11126646750809004,0.11038340030564488
cost25,logistic,2023,GLD,0.03702511591068628,0.036731265784410994
cost25,logistic,2024,SPY,0.0784854313806813,0.07225642889015103
cost25,logistic,2024,QQQ,0.06881297134538227,0.06335162441320907
cost25,logistic,2024,GLD,0.0810914164587235,0.0746555897556502
cost25,logistic,exclude_2018,SPY,0.04375376070906462,0.25870279149407255
cost25,logistic,exclude_2018,QQQ,0.05171233276655132,0.30575942786572013
cost25,logistic,exclude_2018,GLD,0.03591423940248561,0.21235006630834746
cost25,logistic,exclude_2019,SPY,0.02746763679241749,0.16186285966960307
cost25,logistic,exclude_2019,QQQ,0.035780756138430216,0.21085088438717806
cost25,logistic,exclude_2019,GLD,0.02593559863762481,0.15283477768600334
cost25,logistic,exclude_2020,SPY,0.03577872039269345,0.21069690897919477
cost25,logistic,exclude_2020,QQQ,0.03658570362781819,0.21544914358604045
cost25,logistic,exclude_2020,GLD,0.0228922781679352,0.1348100825445073
cost25,logistic,exclude_2021,SPY,0.028392981462579403,0.16731578361877147
cost25,logistic,exclude_2021,QQQ,0.03895594643422753,0.22956182720169793
cost25,logistic,exclude_2021,GLD,0.0355873390038863,0.20971110484432998
cost25,logistic,exclude_2022,SPY,0.049811657252282864,0.29373064554322353
cost25,logistic,exclude_2022,QQQ,0.06780773932623917,0.3998503993602833
cost25,logistic,exclude_2022,GLD,0.03383869458000298,0.19954087359477948
cost25,logistic,exclude_2023,SPY,0.029464211642532295,0.17386223298589493
cost25,logistic,exclude_2023,QQQ,0.03161452088564065,0.18655076411487162
cost25,logistic,exclude_2023,GLD,0.027578281194967403,0.1627337465750656
cost25,logistic,exclude_2024,SPY,0.02788351196483233,0.16652652978997085
cost25,logistic,exclude_2024,QQQ,0.039111495070991015,0.23358254000730747
cost25,logistic,exclude_2024,GLD,0.02089832192436162,0.12480942260382634
cost25,gbm,all,SPY,0.03890886170022035,0.2681932252908045
cost25,gbm,all,QQQ,0.04698470557528586,0.323858863429649
cost25,gbm,all,GLD,0.02892493744881551,0.19937546170076406
cost25,gbm,2018_2020,SPY,0.03877839406986541,0.11571965214499519
cost25,gbm,2018_2020,QQQ,0.06601026071337503,0.19698300022403975
cost25,gbm,2018_2020,GLD,0.03571052008151302,0.10656472659245157
cost25,gbm,2021_2024,SPY,0.039008467444410076,0.15247357314580923
cost25,gbm,2021_2024,QQQ,0.03245961170336397,0.12687586320560917
cost25,gbm,2021_2024,GLD,0.023744472332278936,0.0928107351083125
cost25,gbm,2018,SPY,-0.01814812503496039,-0.017788043189028636
cost25,gbm,2018,QQQ,-0.0033006891501052337,-0.003235199286015844
cost25,gbm,2018,GLD,-0.011168746216761082,-0.010947144109285663
cost25,gbm,2019,SPY,0.07320136709713207,0.07320136709713207
cost25,gbm,2019,QQQ,0.08991118352465913,0.08991118352465913
cost25,gbm,2019,GLD,0.05045610931885419,0.05045610931885419
cost25,gbm,2020,SPY,0.06006796330314911,0.06030632823689177
cost25,gbm,2020,QQQ,0.10987101987478223,0.11030701598539645
cost25,gbm,2020,GLD,0.06679071884777282,0.06705576138288304
cost25,gbm,2021,SPY,0.06757933899529195,0.06757933899529195
cost25,gbm,2021,QQQ,0.06830080822730948,0.06830080822730948
cost25,gbm,2021,GLD,-0.010170030444236491,-0.010170030444236491
cost25,gbm,2022,SPY,-0.049502725910220376,-0.04930628652168775
cost25,gbm,2022,QQQ,-0.10398729645910453,-0.10357464845728268
cost25,gbm,2022,GLD,-0.0030191835952220487,-0.003007202707939421
cost25,gbm,2023,SPY,0.06031812315161083,0.05983940788850281
cost25,gbm,2023,QQQ,0.1006282597151507,0.09982962273328443
cost25,gbm,2023,GLD,0.034708750879133825,0.0344332846023153
cost25,gbm,2024,SPY,0.080771553540918,0.07436111278370228
cost25,gbm,2024,QQQ,0.06769250145249611,0.062320080702298004
cost25,gbm,2024,GLD,0.07772319087008457,0.07155468365817311
cost25,gbm,exclude_2018,SPY,0.0483673017831664,0.2859812684798331
cost25,gbm,exclude_2018,QQQ,0.05532060658009901,0.3270940627156648
cost25,gbm,exclude_2018,GLD,0.035571340043041966,0.21032260581004972
cost25,gbm,exclude_2019,SPY,0.03308952745104744,0.19499185819367243
cost25,gbm,exclude_2019,QQQ,0.03970021234751343,0.23394767990498988
cost25,gbm,exclude_2019,GLD,0.025271162828445305,0.14891935238190984
cost25,gbm,exclude_2020,SPY,0.0353015485563248,0.20788689705391272
cost25,gbm,exclude_2020,QQQ,0.03626352126411836,0.21355184744425254
cost25,gbm,exclude_2020,GLD,0.02246938307284772,0.132319700317881
cost25,gbm,exclude_2021,SPY,0.03404356858348091,0.20061388629551252
cost25,gbm,exclude_2021,QQQ,0.04336742754948792,0.25555805520233954
cost25,gbm,exclude_2021,GLD,0.03555923503066675,0.2095454921450005
cost25,gbm,exclude_2022,SPY,0.05384244749444687,0.31749951181249225
cost25,gbm,exclude_2022,QQQ,0.07248536002389419,0.4274335118869317
cost25,gbm,exclude_2022,GLD,0.03432061334521755,0.2023826644087035
cost25,gbm,exclude_2023,SPY,0.035309456614243465,0.2083538174023017
cost25,gbm,exclude_2023,QQQ,0.03796595067618282,0.22402924069636454
cost25,gbm,exclude_2023,GLD,0.027952541108815798,0.16494217709844877
cost25,gbm,exclude_2024,SPY,0.032455609536072925,0.1938321125071022
cost25,gbm,exclude_2024,QQQ,0.04379254036364947,0.261538782727351
cost25,gbm,exclude_2024,GLD,0.02140254888155011,0.12782077804259095
delay1,constant100,all,SPY,0.049142525727216516,0.33873240947688527
delay1,constant100,all,QQQ,0.06663396427122213,0.45929839658378113
delay1,constant100,all,GLD,0.036051899131522985,0.24850059044228343
delay1,constant100,2018_2020,SPY,0.048441122172505284,0.14436223314107727
delay1,constant100,2018_2020,QQQ,0.08563130076066575,0.25519486853674594
delay1,constant100,2018_2020,GLD,0.04384389993160837,0.13066178114538846
delay1,constant100,2021_2024,SPY,0.049676759063512814,0.19437017633580805
delay1,constant100,2021_2024,QQQ,0.05216439053534775,0.20410352804703524
delay1,constant100,2021_2024,GLD,0.030117018197583702,0.11783880929689497
delay1,constant100,2018,SPY,-0.020857454908775643,-0.02036084883951908
delay1,constant100,2018,QQQ,-0.007713723884105615,-0.00753006379162691
delay1,constant100,2018,GLD,-0.007888396050414226,-0.007700577096832934
delay1,constant100,2019,SPY,0.09283690420111723,0.09283690420111723
delay1,constant100,2019,QQQ,0.11337304782043596,0.11337304782043596
delay1,constant100,2019,GLD,0.057378626493184634,0.057378626493184634
delay1,constant100,2020,SPY,0.07160204268944163,0.0718861777794791
delay1,constant100,2020,QQQ,0.14876156085375533,0.1493518845079369
delay1,constant100,2020,GLD,0.08066363794765717,0.08098373174903677
delay1,constant100,2021,SPY,0.086776950613828,0.086776950613828
delay1,constant100,2021,QQQ,0.08625581384627044,0.08625581384627044
delay1,constant100,2021,GLD,-0.010297544121173799,-0.010297544121173799
delay1,constant100,2022,SPY,-0.05749467950390041,-0.057266526013805566
delay1,constant100,2022,QQQ,-0.11514765160337291,-0.1146907164779627
delay1,constant100,2022,GLD,0.0006822879176019235,0.000679580425865408
delay1,constant100,2023,SPY,0.08048244161097878,0.07984369207438372
delay1,constant100,2023,QQQ,0.15178607832002958,0.15058142690479126
delay1,constant100,2023,GLD,0.04286735183064954,0.04252713475262851
delay1,constant100,2024,SPY,0.0919486997196278,0.0850160596614019
delay1,constant100,2024,QQQ,0.0886401929228838,0.08195700377393622
delay1,constant100,2024,GLD,0.09185523105739428,0.08492963823957488
delay1,constant100,exclude_2018,SPY,0.06069181830699791,0.3590932583164043
delay1,constant100,exclude_2018,QQQ,0.07890058485218165,0.4668284603754081
delay1,constant100,exclude_2018,GLD,0.043301605781259106,0.25620116753911637
delay1,constant100,exclude_2019,SPY,0.041727722107403074,0.2458955052757681
delay1,constant100,exclude_2019,QQQ,0.058702483426507066,0.3459253487633452
delay1,constant100,exclude_2019,GLD,0.032432818124695555,0.1911219639490988
delay1,constant100,exclude_2020,SPY,0.045313511042955765,0.2668462316974062
delay1,constant100,exclude_2020,QQQ,0.052632426578916945,0.3099465120758442
delay1,constant100,exclude_2020,GLD,0.02844625902338151,0.16751685869324667
delay1,constant100,exclude_2021,SPY,0.04275607786767034,0.25195545886305737
delay1,constant100,exclude_2021,QQQ,0.06330419585848666,0.3730425827375107
delay1,constant100,exclude_2021,GLD,0.043917259198647286,0.25879813456345724
delay1,constant100,exclude_2022,SPY,0.06715459740488162,0.3959989354906909
delay1,constant100,exclude_2022,QQQ,0.09733866520293367,0.5739891130617438
delay1,constant100,exclude_2022,GLD,0.04202617397317453,0.24782101001641804
delay1,constant100,exclude_2023,SPY,0.0438735418866378,0.25888871740250163
delay1,constant100,exclude_2023,QQQ,0.05231787246745491,0.30871696967898987
delay1,constant100,exclude_2023,GLD,0.034906059740277766,0.20597345568965492
delay1,constant100,exclude_2024,SPY,0.04251098414461557,0.2537163498154834
delay1,constant100,exclude_2024,QQQ,0.06322475464633041,0.37734139280984497
delay1,constant100,exclude_2024,GLD,0.027406835076517654,0.16357095220270854
delay1,constant75,all,SPY,0.036711103324344414,0.25304439077137403
delay1,constant75,all,QQQ,0.04974810729010835,0.34290659667824686
delay1,constant75,all,GLD,0.027038614004659515,0.1863733036749745
delay1,constant75,2018_2020,SPY,0.036086285782849836,0.1075428596147628
delay1,constant75,2018_2020,QQQ,0.06384740619038495,0.1902754049562663
delay1,constant75,2018_2020,GLD,0.03289451506788841,0.09803087625390552
delay1,constant75,2021_2024,SPY,0.037187003906152157,0.1455015311566112
delay1,constant75,2021_2024,QQQ,0.039009188959370285,0.15263119172198056
delay1,constant75,2021_2024,GLD,0.022578389158325954,0.08834242742106901
delay1,constant75,2018,SPY,-0.015493533991152013,-0.015124640324696015
delay1,constant75,2018,QQQ,-0.005756969694582982,-0.005619898987569101
delay1,constant75,2018,GLD,-0.0059833028808168745,-0.005840843288416473
delay1,constant75,2019,SPY,0.06959167582545586,0.06959167582545586
delay1,constant75,2019,QQQ,0.08497852168135803,0.08497852168135803
delay1,constant75,2019,GLD,0.043055233626281435,0.043055233626281435
delay1,constant75,2020,SPY,0.05286603824793969,0.05307582411400294
delay1,constant75,2020,QQQ,0.1104783760084755,0.11091678226247739
delay1,constant75,2020,GLD,0.06057610454878349,0.060816485916040566
delay1,constant75,2021,SPY,0.06495469640902621,0.06495469640902621
delay1,constant75,2021,QQQ,0.06454516969954971,0.06454516969954971
delay1,constant75,2021,GLD,-0.007784002670015753,-0.007784002670015753
delay1,constant75,2022,SPY,-0.04327272879553831,-0.04310101161777824
